level,city,town,name,Life expectancy_2010-2015,Coronary heart disease_2020,Current asthma_2020,Diabetes_2020,High blood pressure_2019,Annual checkup_2020,Dental visit_2020,Health insurance_2020,Current smoking_2020,Sleep <7 hours_2020
tracts,NA,NA,09001080800,79,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001080900,77.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001081000,76.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001081100,82.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001081200,81.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001081300,83.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001090100,82.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001090200,81.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001090300,82.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001090400,81,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001090500,84.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001090600,81,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001090700,84.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001100100,84.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001100200,80,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001100300,81,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001105100,82,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001105200,85.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001110100,76.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001110201,79.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001110202,79.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001110301,81.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001110302,82.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001110400,82.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001110500,81.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001110600,83.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001200200,78.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001200301,82,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001200302,83,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001205100,83.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001205200,80.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001205300,80.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001210100,81.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001210200,76.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001210300,77.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001210400,83.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001210500,82.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001210600,78.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001210701,78.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001210702,84,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001210800,82.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001210900,85.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001211000,81.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001211200,82.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001211300,83.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001211400,82.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001220100,81.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001220200,81.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001220300,85.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001230100,84.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001230200,82.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001230300,83.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001230400,83.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001230501,81.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001230502,80.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001240100,84.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001240200,84.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001245100,84.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001245200,80.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001245300,84.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001245400,82.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001245600,82.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001257100,81.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001257200,75.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003330100,83.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003400100,80.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003400300,80.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003405100,79.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003405200,77.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003405300,79.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003405401,78.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003405402,78.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003405500,79.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003405600,82,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003405700,76,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003405800,80.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003405900,80.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003406001,77,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003406002,83.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003406100,73,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003410101,83.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003410102,81.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003415300,76.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003415400,77.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003415500,76.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003415600,78.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003415700,74.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003415800,73.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003415900,72.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003416000,76,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003416100,74.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003416200,75.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003416300,73.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003416400,80.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003416500,78.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003416600,74.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003416700,75.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003416800,77.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003417100,71.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003417200,80.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003417400,77.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003417500,82,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003420400,84.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003420500,77.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003420600,79.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003420700,78.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003430100,79.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003430201,78.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003430202,79.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003430203,83.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003430301,80.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003430302,81.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003430400,80.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003430500,80.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003430601,79.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003430602,82.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003460100,80.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003460202,82.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003460203,81.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003460204,82.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003460301,83.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003460302,79,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003462102,81.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003462201,81.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003462202,88.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003464102,81.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003466101,82.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003466102,84.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003466201,82,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003466202,82.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003466300,79.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003466400,84.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003468101,80.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003468102,81.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003470100,83.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003471100,77,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003471200,78.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003471300,81.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003471400,82.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003471500,80.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003473100,79.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003473400,77.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003473501,80.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003473502,80.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003473601,78.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003473602,78.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003473700,82.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003473800,80.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003476100,77.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003476200,80.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003476300,79.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003477101,80.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003477102,80.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003477200,82.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003480300,80.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003480400,81.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003480500,79.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003480600,75.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003480700,77.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003480800,79.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003480900,79.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003481000,81.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003481100,80.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003481200,80,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003481300,78.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003484100,77.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003484200,80.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003487100,80.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003487201,83.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003487202,81.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003487300,77.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003487400,81.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003487500,81.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003490100,78.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003490302,82.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003492200,79.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003492300,81.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003492400,83.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003492500,81.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003492600,84.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003494100,82.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003494201,80.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003494202,82.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003494300,80.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003494400,80.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003494500,81.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003494600,79.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003496100,79.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003496200,81.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003496300,83.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003496400,83,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003496500,81.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003496600,83.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003496700,79.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003496800,80,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003496900,85.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003497000,86.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003497100,80.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003497200,77.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003497300,82,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003497400,85.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003497500,81.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003497600,84.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003497700,81.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003500200,75.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003500300,71.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003500400,75.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003500500,78,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003500900,75.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003501200,68.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003501300,75.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003501400,79.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003501500,80.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003501800,74.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003502100,81.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003502300,78.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003502400,78.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003502500,76.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003502600,79.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003502700,77.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003502800,73.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003502900,77.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003503000,76,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003503100,80.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003503300,77.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003503500,75.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003503700,75.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003503900,75.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003504000,79.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003504200,74.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003504300,73.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003504500,79.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003504800,75,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003504900,76.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003510100,77.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003510200,71.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003510300,75.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003510400,75.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003510500,75.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003510600,75.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003510700,77.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003510800,78.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003510900,81.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003511000,80.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003511100,80.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003511200,81.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003511300,78.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003511400,80.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003514101,81.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003514102,82.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003514200,76.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003514300,79.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003514400,78.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003514500,81.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003514600,77.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003514700,73.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003514800,79.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003514900,80,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003515000,82.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003515101,72.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003515102,80.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003515200,82.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003520100,80.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003520201,82.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003520202,80.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003520301,83,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003520302,81.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003520400,83.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003520501,87.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003524100,77.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003524200,77.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003524400,76.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003524501,78,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003524502,80.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09003524700,82.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09005250100,81.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09005253100,77.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09005253200,83.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09005253300,84.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09005253400,79.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09005253600,79.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09005260200,74.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09005261100,79.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09005262100,81.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09005266100,81.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09005267100,82.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09005290100,81.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09005293100,80.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09005296100,82.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09005298300,81.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09005298400,85.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09005300100,81.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09005300400,85.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09005300500,78.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09005303100,78.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09005306100,83.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09005310100,77,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09005310200,72,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09005310300,71.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09005310400,80.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09005310601,81.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09005310602,80.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09005310700,79.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
