level,city,town,name,Life expectancy_2010-2015,Coronary heart disease_2020,Current asthma_2020,Diabetes_2020,High blood pressure_2019,Annual checkup_2020,Dental visit_2020,Health insurance_2020,Current smoking_2020,Sleep <7 hours_2020
regions,NA,NA,Southwestern DMHAS,81.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
regions,NA,NA,St. Vincent's Medical Center HSA,79.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
regions,NA,NA,St. Vincent's Medical Center HSA other towns,81.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
regions,NA,NA,Stamford Hospital HSA,82.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
regions,NA,NA,Tolland County,80.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
regions,NA,NA,Western COG,82.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
regions,NA,NA,Western DMHAS,80.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
regions,NA,NA,Windham County,79,NA,NA,NA,NA,NA,NA,NA,NA,NA
regions,NA,NA,Windham Hospital HSA,80.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
regions,NA,NA,Windham Hospital HSA other towns,81.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Andover,85.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Ansonia,76.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Ashford,78.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Avon,83.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Barkhamsted,81.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Berlin,80.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Bethany,82.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Bethel,81.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Bethlehem,81.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Bloomfield,80.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Bolton,80.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Bozrah,77.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Branford,80.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Bridgeport,77.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Bridgewater,81.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Bristol,79.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Brookfield,81.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Burlington,82.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Canton,81.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Chaplin,78.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Cheshire,81.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Chester,82.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Clinton,81,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Colchester,78.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Colebrook,80.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Columbia,81.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Coventry,81.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Cromwell,81.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Danbury,81.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Darien,83.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Deep River,77.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Derby,78.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Durham,81.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,East Granby,83.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,East Haddam,83.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,East Hampton,82.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,East Hartford,77.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,East Haven,79.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,East Lyme,81,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,East Windsor,79.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Eastford,83.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Easton,83.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Ellington,81.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Enfield,79.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Fairfield,82.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Farmington,81.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Franklin,78.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Glastonbury,82.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Goshen,82.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Granby,81.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Greenwich,84,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Griswold,78,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Groton,79.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Guilford,83.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Hamden,79.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Hampton,83.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Hartford,77,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Hartland,83.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Harwinton,83.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Hebron,84.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Kent,81.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Killingly,76.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Killingworth,84.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Lebanon,79.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Ledyard,81.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Lisbon,81.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Litchfield,81,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Lyme,82.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Madison,82.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Manchester,79,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Mansfield,82.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Marlborough,77.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Meriden,78.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Middlebury,85.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Middlefield,82.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Middletown,78.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Milford,80.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Monroe,81.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Montville,81.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Morris,78.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Naugatuck,80,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,New Britain,76.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,New Canaan,84,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,New Fairfield,82.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,New Hartford,83.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,New Haven,78.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,New London,77.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,New Milford,80.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Newington,81.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Newtown,82.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,North Branford,80.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,North Canaan,74.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,North Haven,82.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,North Stonington,79.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Norwalk,82.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Norwich,77.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Old Lyme,82.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Old Saybrook,80.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Orange,83.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Oxford,82.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Plainfield,79.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Plainville,79.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Plymouth,78.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Portland,81.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Preston,79,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Prospect,81.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Putnam,80.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Redding,84.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Ridgefield,82.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Rocky Hill,77.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Salem,83.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Salisbury,79.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Scotland,80.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Seymour,75.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Sharon,81.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Shelton,80.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Sherman,81.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Simsbury,82.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Somers,81.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,South Windsor,81.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Southbury,81.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Southington,80.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Sprague,80.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Stafford,78,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Stamford,82.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Sterling,81.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Stonington,84.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Stratford,79.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Suffield,81.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Thomaston,80.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Thompson,80.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Torrington,77.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Trumbull,82.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Vernon,78.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Voluntown,84.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Wallingford,81,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Washington,82.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Waterbury,77.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Waterford,79.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Watertown,80.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,West Hartford,82.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,West Haven,77.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Weston,86.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Westport,85.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Wethersfield,82.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Willington,80.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Wilton,82.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Winchester,79.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Windham,77.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Windsor,80.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Windsor Locks,79.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Wolcott,79.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Woodbridge,81.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,Woodbury,84.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
towns,NA,NA,NA,80.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001010101,81,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001010102,85.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001010201,82.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001010202,84.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001010300,85.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001010400,82.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001010500,83,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001010600,82.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001010700,85.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001010800,84.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001010900,84.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001011000,85.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001011100,84,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001011200,88.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001011300,83.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001020100,80.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001020200,84.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001020300,86,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001020400,88.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001020500,85.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001020600,82.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001020700,81.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001020800,84.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001020900,81.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001021000,81.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001021100,81.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001021200,84,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001021300,84.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001021400,79.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001021500,76.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001021600,81.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001021700,81.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001021801,81,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001021802,81.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001021900,82.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001022000,77.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001022100,82,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001022200,78.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001022300,79.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001022400,84.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001030100,83.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001030200,83.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001030300,83.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001030400,83.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001030500,83,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001035100,86.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001035300,82.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001035400,85.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001042500,84.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001042600,87,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001042700,81.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001042800,79.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001042900,86,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001043000,82.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001043100,85.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001043200,84.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001043300,81.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001043400,79.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001043500,83.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001043600,87.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001043700,76.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001043800,80,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001043900,85.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001044100,79.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001044200,79.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001044300,85.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001044400,82.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001044500,76.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001044600,86.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001045101,84,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001045102,81.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001045200,78.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001045400,83,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001050100,89.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001050200,85,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001050300,85.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001050400,82.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001050500,86.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001050600,82.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001055100,86.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001055200,86.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001060100,79.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001060200,83.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001060300,84.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001060400,84.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001060500,82,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001060600,82.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001060700,81.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001060800,83.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001060900,85.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001061000,81.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001061100,83.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001061200,79.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001061300,79.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001061400,81.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001061500,81.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001061600,82.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001070100,81.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001070200,78.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001070400,81.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001070500,78,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001070600,73.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001070900,70.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001071000,75.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001071100,78.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001071200,75.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001071300,77.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001071400,74.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001071600,75.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001071900,78.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001072000,78.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001072100,82.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001072200,79.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001072300,79.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001072400,77.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001072500,78.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001072600,78.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001072700,82.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001072800,81.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001072900,78,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001073000,81.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001073100,71,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001073200,80.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001073300,73.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001073400,78,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001073500,76.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001073600,75.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001073700,77.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001073800,71.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001073900,77.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001074000,76.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001074300,75.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001074400,76.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001080100,78,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001080200,79.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001080400,76.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001080500,81.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001080600,81.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
tracts,NA,NA,09001080700,80.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
