level,city,town,name,Any disability_2023,Mobility disability_2023,Coronary heart disease_2023,Current asthma_2023,Diabetes_2023,High blood pressure_2023,Annual checkup_2023,Dental visit_2022,Health insurance_2023
neighborhood,Bridgeport Tracts,NA,Black Rock,0.211,0.091,0.047,0.099,0.09,0.28,0.776,0.706,0.112
neighborhood,Bridgeport Tracts,NA,Brooklawn-St. Vincent,0.292,0.135,0.056,0.112,0.118,0.321,0.764,0.61,0.189
neighborhood,Bridgeport Tracts,NA,Downtown,0.333,0.176,0.077,0.111,0.155,0.376,0.778,0.585,0.213
neighborhood,Bridgeport Tracts,NA,East End,0.346,0.174,0.061,0.119,0.15,0.359,0.764,0.529,0.255
neighborhood,Bridgeport Tracts,NA,East Side,0.36,0.179,0.063,0.115,0.153,0.343,0.75,0.484,0.298
neighborhood,Bridgeport Tracts,NA,Enterprise,0.337,0.161,0.059,0.119,0.137,0.337,0.752,0.534,0.246
neighborhood,Bridgeport Tracts,NA,Hollow,0.362,0.165,0.056,0.118,0.133,0.313,0.726,0.457,0.313
neighborhood,Bridgeport Tracts,NA,Mill Hill,0.361,0.198,0.077,0.118,0.167,0.389,0.783,0.532,0.237
neighborhood,Bridgeport Tracts,NA,North End,0.272,0.123,0.056,0.11,0.107,0.31,0.774,0.663,0.148
neighborhood,Bridgeport Tracts,NA,Reservoir-Whiskey Hill,0.303,0.153,0.058,0.117,0.138,0.357,0.783,0.585,0.194
neighborhood,Bridgeport Tracts,NA,South End,0.302,0.118,0.047,0.113,0.103,0.275,0.742,0.604,0.191
neighborhood,Bridgeport Tracts,NA,Upper East Side,0.279,0.134,0.055,0.11,0.124,0.331,0.778,0.624,0.181
neighborhood,Bridgeport Tracts,NA,West End-West Side,0.355,0.178,0.064,0.117,0.152,0.349,0.754,0.495,0.273
neighborhood,Hartford Tracts,Hartford,Asylum Hill,0.342,0.162,0.06,0.137,0.155,0.369,0.81,0.534,0.175
neighborhood,Hartford Tracts,Hartford,Barry Square,0.38,0.167,0.059,0.131,0.153,0.322,0.781,0.502,0.242
neighborhood,Hartford Tracts,Hartford,Behind the Rocks,0.365,0.177,0.066,0.123,0.167,0.353,0.796,0.53,0.25
neighborhood,Hartford Tracts,Hartford,Blue Hills,0.325,0.146,0.052,0.151,0.14,0.376,0.834,0.58,0.105
neighborhood,Hartford Tracts,Hartford,Clay Arsenal,0.422,0.219,0.072,0.147,0.197,0.401,0.807,0.446,0.258
neighborhood,Hartford Tracts,Hartford,Downtown,0.204,0.068,0.034,0.108,0.076,0.238,0.781,0.702,0.083
neighborhood,Hartford Tracts,Hartford,Frog Hollow,0.402,0.196,0.068,0.128,0.174,0.349,0.78,0.464,0.303
neighborhood,Hartford Tracts,Hartford,Northeast,0.388,0.203,0.065,0.157,0.184,0.421,0.828,0.507,0.185
neighborhood,Hartford Tracts,Hartford,Parkville,0.35,0.16,0.063,0.126,0.15,0.337,0.788,0.541,0.221
neighborhood,Hartford Tracts,Hartford,Sheldon Charter Oak,0.304,0.137,0.052,0.122,0.135,0.322,0.8,0.52,0.169
neighborhood,Hartford Tracts,Hartford,South End & South Meadows,0.357,0.175,0.065,0.125,0.162,0.347,0.795,0.533,0.239
neighborhood,Hartford Tracts,Hartford,South Green,0.42,0.224,0.083,0.133,0.202,0.397,0.799,0.447,0.284
neighborhood,Hartford Tracts,Hartford,Southwest,0.319,0.154,0.062,0.117,0.151,0.349,0.814,0.645,0.193
neighborhood,Hartford Tracts,Hartford,Upper Albany,0.405,0.225,0.075,0.161,0.204,0.457,0.837,0.46,0.173
neighborhood,Hartford Tracts,Hartford,West End,0.314,0.142,0.063,0.126,0.137,0.341,0.809,0.614,0.147
neighborhood,Hartford Tracts,West Hartford,Bishops Corner West,0.197,0.083,0.05,0.108,0.09,0.307,0.843,0.798,0.043
neighborhood,Hartford Tracts,West Hartford,Buena Vista,0.213,0.094,0.059,0.11,0.096,0.336,0.856,0.827,0.041
neighborhood,Hartford Tracts,West Hartford,Corbins Corner,0.248,0.112,0.059,0.112,0.11,0.326,0.831,0.769,0.076
neighborhood,Hartford Tracts,West Hartford,Elizabeth Park,0.177,0.071,0.044,0.11,0.08,0.288,0.84,0.804,0.037
neighborhood,Hartford Tracts,West Hartford,Farmington East,0.215,0.084,0.046,0.115,0.083,0.275,0.813,0.776,0.064
neighborhood,Hartford Tracts,West Hartford,Golf Acres,0.216,0.089,0.051,0.11,0.086,0.295,0.834,0.796,0.049
neighborhood,Hartford Tracts,West Hartford,Kennedy Park,0.197,0.073,0.036,0.113,0.082,0.255,0.805,0.72,0.072
neighborhood,Hartford Tracts,West Hartford,Mountain West,0.183,0.075,0.049,0.11,0.086,0.303,0.845,0.817,0.035
neighborhood,Hartford Tracts,West Hartford,New Park,0.287,0.131,0.055,0.122,0.127,0.322,0.809,0.631,0.136
neighborhood,Hartford Tracts,West Hartford,Rockledge,0.201,0.082,0.046,0.112,0.087,0.29,0.829,0.783,0.053
neighborhood,Hartford Tracts,West Hartford,West Hartford Center,0.174,0.068,0.042,0.111,0.076,0.275,0.831,0.827,0.037
neighborhood,New Haven Tracts,NA,Amity,0.323,0.16,0.058,0.132,0.138,0.381,0.807,0.607,0.138
neighborhood,New Haven Tracts,NA,Annex,0.328,0.153,0.059,0.114,0.133,0.337,0.772,0.545,0.21
neighborhood,New Haven Tracts,NA,Beaver Hills,0.299,0.138,0.054,0.126,0.125,0.361,0.805,0.615,0.116
neighborhood,New Haven Tracts,NA,Dixwell,0.294,0.116,0.045,0.117,0.103,0.29,0.766,0.596,0.12
neighborhood,New Haven Tracts,NA,Downtown,0.202,0.049,0.024,0.102,0.048,0.181,0.74,0.686,0.073
neighborhood,New Haven Tracts,NA,Dwight,0.297,0.107,0.041,0.117,0.089,0.262,0.75,0.577,0.133
neighborhood,New Haven Tracts,NA,East Rock,0.198,0.066,0.032,0.102,0.061,0.217,0.754,0.712,0.088
neighborhood,New Haven Tracts,NA,East Shore,0.241,0.106,0.058,0.105,0.094,0.32,0.804,0.728,0.089
neighborhood,New Haven Tracts,NA,Edgewood,0.352,0.172,0.064,0.132,0.15,0.389,0.793,0.538,0.152
neighborhood,New Haven Tracts,NA,Fair Haven,0.341,0.158,0.059,0.111,0.139,0.333,0.766,0.545,0.245
neighborhood,New Haven Tracts,NA,Fair Haven Heights,0.377,0.217,0.095,0.12,0.183,0.436,0.815,0.528,0.191
neighborhood,New Haven Tracts,NA,Hill,0.366,0.184,0.069,0.118,0.158,0.371,0.779,0.487,0.232
neighborhood,New Haven Tracts,NA,Newhallville,0.325,0.165,0.059,0.133,0.15,0.405,0.818,0.494,0.135
neighborhood,New Haven Tracts,NA,Prospect Hill,0.18,0.052,0.027,0.099,0.056,0.208,0.769,0.724,0.063
neighborhood,New Haven Tracts,NA,Quinnipiac Meadows,0.299,0.139,0.055,0.117,0.125,0.339,0.789,0.593,0.161
neighborhood,New Haven Tracts,NA,West River,0.429,0.238,0.085,0.14,0.194,0.443,0.797,0.467,0.216
neighborhood,New Haven Tracts,NA,West Rock,0.354,0.137,0.051,0.135,0.109,0.302,0.77,0.555,0.145
neighborhood,New Haven Tracts,NA,Westville,0.229,0.098,0.05,0.11,0.096,0.32,0.812,0.737,0.071
neighborhood,New Haven Tracts,NA,Wooster Square,0.242,0.089,0.042,0.108,0.08,0.265,0.76,0.666,0.106
neighborhood,Stamford Tracts,NA,Cove,0.245,0.106,0.049,0.096,0.098,0.277,0.756,0.669,0.182
neighborhood,Stamford Tracts,NA,Downtown,0.204,0.076,0.038,0.096,0.072,0.234,0.747,0.697,0.104
neighborhood,Stamford Tracts,NA,East Side,0.252,0.116,0.053,0.102,0.106,0.3,0.771,0.681,0.156
neighborhood,Stamford Tracts,NA,Glenbrook-Belltown,0.236,0.104,0.051,0.099,0.094,0.283,0.765,0.686,0.138
neighborhood,Stamford Tracts,NA,North Stamford,0.185,0.081,0.053,0.094,0.081,0.294,0.808,0.814,0.054
neighborhood,Stamford Tracts,NA,Ridgeway-Bullshead,0.195,0.078,0.042,0.093,0.076,0.254,0.768,0.744,0.095
neighborhood,Stamford Tracts,NA,Shippan,0.169,0.071,0.047,0.094,0.072,0.276,0.803,0.81,0.049
neighborhood,Stamford Tracts,NA,South End,0.186,0.058,0.025,0.096,0.056,0.195,0.717,0.707,0.124
neighborhood,Stamford Tracts,NA,Springdale,0.219,0.095,0.05,0.099,0.088,0.283,0.775,0.726,0.103
neighborhood,Stamford Tracts,NA,Turn of River-Newfield,0.187,0.08,0.05,0.093,0.079,0.283,0.797,0.807,0.065
neighborhood,Stamford Tracts,NA,Waterside,0.211,0.084,0.039,0.096,0.082,0.257,0.756,0.668,0.145
neighborhood,Stamford Tracts,NA,West Side,0.297,0.138,0.055,0.105,0.119,0.31,0.754,0.576,0.233
neighborhood,Stamford Tracts,NA,Westover,0.213,0.097,0.06,0.096,0.088,0.312,0.811,0.787,0.065
state,NA,NA,Connecticut,0.254,0.113,0.058,0.111,0.102,0.32,0.803,0.706,0.098
puma,NA,NA,0900100,0.226,0.098,0.053,0.1,0.088,0.288,0.778,0.732,0.109
puma,NA,NA,0900101,0.176,0.071,0.045,0.096,0.069,0.264,0.795,0.813,0.052
puma,NA,NA,0900102,0.209,0.089,0.048,0.096,0.084,0.276,0.779,0.739,0.103
puma,NA,NA,0900103,0.206,0.089,0.049,0.097,0.085,0.281,0.785,0.752,0.098
puma,NA,NA,0900105,0.217,0.096,0.055,0.099,0.086,0.301,0.794,0.763,0.081
puma,NA,NA,0900300,0.244,0.107,0.056,0.119,0.104,0.329,0.828,0.737,0.069
puma,NA,NA,0900301,0.286,0.131,0.058,0.124,0.125,0.339,0.817,0.653,0.119
puma,NA,NA,0900303,0.219,0.096,0.053,0.115,0.098,0.318,0.838,0.772,0.055
puma,NA,NA,0900304,0.253,0.11,0.058,0.121,0.102,0.323,0.823,0.726,0.076
puma,NA,NA,0900305,0.313,0.142,0.063,0.125,0.128,0.336,0.807,0.622,0.149
puma,NA,NA,0900306,0.226,0.097,0.055,0.114,0.097,0.314,0.832,0.763,0.06
puma,NA,NA,0900900,0.233,0.104,0.061,0.105,0.092,0.329,0.814,0.752,0.063
puma,NA,NA,0900902,0.266,0.121,0.062,0.107,0.105,0.332,0.799,0.679,0.106
puma,NA,NA,0900903,0.246,0.109,0.057,0.109,0.099,0.325,0.806,0.708,0.082
puma,NA,NA,0900904,0.25,0.111,0.059,0.108,0.1,0.328,0.806,0.709,0.084
puma,NA,NA,0900906,0.238,0.108,0.064,0.104,0.096,0.339,0.82,0.755,0.063
puma,NA,NA,0901100,0.287,0.123,0.062,0.119,0.1,0.349,0.809,0.71,0.084
puma,NA,NA,0901101,0.28,0.116,0.061,0.115,0.096,0.344,0.814,0.724,0.084
region,NA,NA,6 wealthiest Fairfield County,0.168,0.071,0.046,0.094,0.07,0.271,0.803,0.823,0.046
region,NA,NA,Backus Hospital HSA,0.299,0.129,0.063,0.119,0.104,0.353,0.804,0.689,0.092
region,NA,NA,Backus Hospital HSA other towns,0.285,0.121,0.062,0.118,0.098,0.348,0.805,0.71,0.077
region,NA,NA,Capitol Region COG,0.261,0.116,0.057,0.12,0.111,0.326,0.819,0.698,0.097
region,NA,NA,Charlotte Hungerford HSA,0.255,0.119,0.065,0.111,0.099,0.319,0.812,0.71,0.073
region,NA,NA,Charlotte Hungerford HSA other towns,0.23,0.105,0.061,0.109,0.092,0.314,0.822,0.756,0.053
region,NA,NA,Connecticut Metro COG,0.253,0.116,0.055,0.105,0.103,0.306,0.779,0.685,0.139
region,NA,NA,Eastern Connecticut Health Network,0.25,0.113,0.057,0.117,0.107,0.324,0.814,0.703,0.09
region,NA,NA,Eastern Connecticut Health Network other towns,0.205,0.09,0.054,0.108,0.087,0.305,0.816,0.768,0.053
region,NA,NA,Eastern cities,0.317,0.133,0.061,0.119,0.108,0.338,0.791,0.651,0.126
region,NA,NA,Fairfield County,0.225,0.1,0.052,0.1,0.091,0.291,0.782,0.728,0.111
region,NA,NA,Greater Bridgeport,0.253,0.116,0.055,0.105,0.103,0.306,0.779,0.685,0.139
region,NA,NA,Greater Danbury,0.226,0.1,0.056,0.101,0.089,0.297,0.79,0.742,0.092
region,NA,NA,Greater Danbury other towns,0.209,0.093,0.057,0.099,0.084,0.304,0.805,0.783,0.061
region,NA,NA,Greater Hartford,0.261,0.116,0.057,0.12,0.111,0.326,0.819,0.698,0.097
region,NA,NA,Greater New Haven,0.259,0.117,0.058,0.109,0.104,0.329,0.804,0.691,0.096
region,NA,NA,Greater Norwalk,0.201,0.087,0.049,0.097,0.083,0.282,0.789,0.764,0.089
region,NA,NA,Greater Norwalk other towns,0.169,0.071,0.047,0.094,0.071,0.274,0.806,0.825,0.045
region,NA,NA,Greater Waterbury,0.27,0.127,0.064,0.11,0.108,0.334,0.804,0.685,0.103
region,NA,NA,Hartford County,0.267,0.12,0.058,0.121,0.115,0.331,0.823,0.693,0.1
region,NA,NA,Hartford Foundation,0.256,0.116,0.057,0.119,0.112,0.329,0.823,0.705,0.093
region,NA,NA,Hartford Foundation other towns,0.237,0.105,0.056,0.116,0.103,0.322,0.826,0.738,0.072
region,NA,NA,Hartford Hospital HSA,0.277,0.127,0.058,0.123,0.122,0.337,0.822,0.673,0.112
region,NA,NA,Hartford Hospital HSA other towns,0.252,0.112,0.056,0.119,0.11,0.329,0.827,0.717,0.082
region,NA,NA,Hartford Inner Ring,0.254,0.114,0.057,0.12,0.11,0.33,0.825,0.714,0.083
region,NA,NA,Hartford Outer Ring,0.219,0.092,0.053,0.113,0.089,0.305,0.821,0.762,0.056
region,NA,NA,Health Improvement Collaborative of Southeastern Connecticut area,0.277,0.115,0.06,0.115,0.095,0.343,0.814,0.727,0.081
region,NA,NA,Health Improvement Collaborative of Southeastern Connecticut area other towns,0.265,0.11,0.061,0.113,0.091,0.345,0.82,0.752,0.066
region,NA,NA,Hospital of Central Connecticut HSA,0.278,0.124,0.061,0.122,0.113,0.33,0.816,0.683,0.106
region,NA,NA,Hospital of Central Connecticut HSA other towns,0.253,0.112,0.059,0.119,0.103,0.327,0.823,0.726,0.074
region,NA,NA,Litchfield County,0.249,0.116,0.064,0.109,0.096,0.314,0.812,0.717,0.069
region,NA,NA,Lower Connecticut River Valley COG,0.224,0.1,0.061,0.107,0.094,0.335,0.828,0.757,0.063
region,NA,NA,Lower Naugatuck Valley,0.243,0.108,0.059,0.106,0.094,0.319,0.798,0.716,0.083
region,NA,NA,MidState Medical Center HSA,0.255,0.114,0.06,0.109,0.101,0.326,0.807,0.704,0.093
region,NA,NA,MidState Medical Center HSA other towns,0.234,0.102,0.058,0.109,0.093,0.321,0.817,0.75,0.064
region,NA,NA,Middlesex County,0.222,0.1,0.061,0.107,0.094,0.333,0.827,0.754,0.064
region,NA,NA,Natchaug Hospital HSA,0.278,0.106,0.054,0.114,0.09,0.293,0.78,0.67,0.103
region,NA,NA,Natchaug Hospital HSA other towns,0.247,0.089,0.049,0.115,0.076,0.276,0.784,0.702,0.071
region,NA,NA,Naugatuck Valley COG,0.269,0.124,0.063,0.111,0.107,0.332,0.803,0.686,0.103
region,NA,NA,New Haven County,0.268,0.122,0.061,0.11,0.107,0.334,0.801,0.679,0.105
region,NA,NA,New Haven Inner Ring,0.267,0.12,0.059,0.111,0.106,0.333,0.802,0.685,0.097
region,NA,NA,New Haven Outer Ring,0.223,0.1,0.06,0.102,0.091,0.33,0.822,0.768,0.054
region,NA,NA,New London County,0.284,0.12,0.061,0.117,0.098,0.346,0.811,0.717,0.084
region,NA,NA,North Central DMHAS,0.262,0.118,0.058,0.12,0.112,0.329,0.82,0.698,0.097
region,NA,NA,Northeastern Connecticut COG,0.281,0.123,0.064,0.114,0.103,0.351,0.8,0.697,0.076
region,NA,NA,Northwest Hills COG,0.254,0.119,0.066,0.11,0.1,0.323,0.816,0.716,0.07
region,NA,NA,Other New Haven County cities,0.274,0.125,0.063,0.108,0.108,0.332,0.795,0.663,0.117
region,NA,NA,QVHD,0.236,0.105,0.057,0.107,0.097,0.327,0.814,0.733,0.069
region,NA,NA,Sharon Hospital HSA,0.252,0.123,0.073,0.106,0.103,0.341,0.831,0.731,0.059
region,NA,NA,South Central DMHAS,0.252,0.113,0.06,0.108,0.102,0.329,0.806,0.702,0.092
region,NA,NA,South Central Regional COG,0.262,0.118,0.059,0.109,0.105,0.33,0.802,0.686,0.1
region,NA,NA,Southeastern Connecticut COG,0.29,0.122,0.061,0.117,0.1,0.344,0.807,0.703,0.093
region,NA,NA,Southeastern DMHAS,0.282,0.118,0.061,0.116,0.097,0.337,0.803,0.704,0.086
region,NA,NA,Southwestern DMHAS,0.226,0.1,0.051,0.1,0.092,0.291,0.782,0.723,0.115
region,NA,NA,St. Vincent's Medical Center HSA,0.249,0.114,0.055,0.105,0.101,0.308,0.784,0.694,0.128
region,NA,NA,St. Vincent's Medical Center HSA other towns,0.208,0.09,0.052,0.1,0.082,0.292,0.796,0.772,0.071
region,NA,NA,Stamford Hospital HSA,0.21,0.089,0.046,0.097,0.083,0.27,0.773,0.73,0.111
region,NA,NA,Tolland County,0.225,0.093,0.054,0.11,0.083,0.295,0.796,0.731,0.068
region,NA,NA,Western Connecticut COG,0.211,0.091,0.05,0.098,0.084,0.282,0.784,0.748,0.096
region,NA,NA,Western DMHAS,0.254,0.117,0.061,0.107,0.1,0.318,0.797,0.704,0.1
region,NA,NA,Windham County,0.295,0.128,0.064,0.114,0.107,0.347,0.793,0.675,0.097
region,NA,NA,Windham Hospital HSA,0.278,0.106,0.054,0.114,0.09,0.293,0.78,0.67,0.103
region,NA,NA,Windham Hospital HSA other towns,0.247,0.089,0.049,0.115,0.076,0.276,0.784,0.702,0.071
upper_legis,NA,NA,State Senate District 1,0.328,0.155,0.061,0.125,0.145,0.34,0.805,0.586,0.188
upper_legis,NA,NA,State Senate District 10,0.306,0.137,0.055,0.12,0.121,0.332,0.786,0.589,0.14
upper_legis,NA,NA,State Senate District 11,0.261,0.11,0.051,0.108,0.098,0.293,0.782,0.664,0.12
upper_legis,NA,NA,State Senate District 12,0.226,0.102,0.063,0.103,0.093,0.339,0.827,0.774,0.054
upper_legis,NA,NA,State Senate District 13,0.258,0.116,0.06,0.108,0.103,0.326,0.802,0.683,0.106
upper_legis,NA,NA,State Senate District 14,0.239,0.107,0.059,0.106,0.097,0.329,0.811,0.732,0.074
upper_legis,NA,NA,State Senate District 15,0.322,0.156,0.068,0.116,0.131,0.354,0.788,0.595,0.165
upper_legis,NA,NA,State Senate District 16,0.26,0.119,0.062,0.113,0.105,0.334,0.813,0.711,0.089
upper_legis,NA,NA,State Senate District 17,0.249,0.11,0.057,0.11,0.099,0.325,0.805,0.706,0.084
upper_legis,NA,NA,State Senate District 18,0.28,0.116,0.061,0.116,0.094,0.343,0.806,0.72,0.076
upper_legis,NA,NA,State Senate District 19,0.285,0.124,0.062,0.118,0.103,0.347,0.807,0.7,0.089
upper_legis,NA,NA,State Senate District 2,0.31,0.15,0.06,0.135,0.145,0.378,0.832,0.621,0.125
upper_legis,NA,NA,State Senate District 20,0.277,0.118,0.062,0.114,0.099,0.35,0.818,0.725,0.084
upper_legis,NA,NA,State Senate District 21,0.226,0.101,0.057,0.101,0.089,0.307,0.794,0.749,0.086
upper_legis,NA,NA,State Senate District 22,0.244,0.111,0.053,0.104,0.099,0.304,0.783,0.701,0.126
upper_legis,NA,NA,State Senate District 23,0.326,0.159,0.06,0.115,0.138,0.34,0.762,0.547,0.235
upper_legis,NA,NA,State Senate District 24,0.24,0.104,0.053,0.102,0.092,0.287,0.768,0.701,0.133
upper_legis,NA,NA,State Senate District 25,0.215,0.093,0.049,0.098,0.087,0.282,0.779,0.736,0.11
upper_legis,NA,NA,State Senate District 26,0.178,0.076,0.048,0.095,0.074,0.276,0.8,0.808,0.055
upper_legis,NA,NA,State Senate District 27,0.217,0.091,0.046,0.097,0.085,0.269,0.767,0.713,0.124
upper_legis,NA,NA,State Senate District 28,0.191,0.079,0.048,0.098,0.073,0.271,0.789,0.791,0.062
upper_legis,NA,NA,State Senate District 29,0.293,0.117,0.058,0.115,0.096,0.313,0.781,0.661,0.102
upper_legis,NA,NA,State Senate District 3,0.263,0.121,0.058,0.119,0.118,0.336,0.822,0.688,0.1
upper_legis,NA,NA,State Senate District 30,0.24,0.111,0.063,0.106,0.094,0.312,0.808,0.734,0.07
upper_legis,NA,NA,State Senate District 31,0.263,0.116,0.06,0.12,0.104,0.322,0.814,0.696,0.084
upper_legis,NA,NA,State Senate District 32,0.233,0.106,0.062,0.104,0.092,0.321,0.813,0.753,0.063
upper_legis,NA,NA,State Senate District 33,0.223,0.1,0.063,0.107,0.093,0.341,0.832,0.773,0.057
upper_legis,NA,NA,State Senate District 34,0.245,0.11,0.062,0.106,0.096,0.33,0.808,0.728,0.074
upper_legis,NA,NA,State Senate District 35,0.231,0.103,0.059,0.11,0.091,0.32,0.803,0.738,0.067
upper_legis,NA,NA,State Senate District 36,0.187,0.081,0.05,0.094,0.079,0.282,0.8,0.797,0.064
upper_legis,NA,NA,State Senate District 4,0.236,0.102,0.053,0.117,0.1,0.312,0.822,0.729,0.075
upper_legis,NA,NA,State Senate District 5,0.216,0.092,0.051,0.114,0.095,0.308,0.833,0.772,0.057
upper_legis,NA,NA,State Senate District 6,0.318,0.145,0.064,0.125,0.131,0.338,0.807,0.616,0.157
upper_legis,NA,NA,State Senate District 7,0.247,0.107,0.058,0.118,0.101,0.325,0.819,0.733,0.072
upper_legis,NA,NA,State Senate District 8,0.234,0.105,0.059,0.112,0.096,0.315,0.824,0.743,0.063
upper_legis,NA,NA,State Senate District 9,0.236,0.103,0.057,0.112,0.098,0.32,0.822,0.735,0.072
lower_legis,NA,NA,State House District 1,0.351,0.164,0.061,0.141,0.153,0.364,0.809,0.529,0.171
lower_legis,NA,NA,State House District 10,0.317,0.154,0.064,0.128,0.148,0.368,0.821,0.619,0.149
lower_legis,NA,NA,State House District 100,0.25,0.11,0.06,0.113,0.101,0.326,0.811,0.69,0.087
lower_legis,NA,NA,State House District 101,0.198,0.087,0.057,0.1,0.084,0.323,0.832,0.81,0.042
lower_legis,NA,NA,State House District 102,0.245,0.114,0.066,0.106,0.1,0.346,0.822,0.747,0.062
lower_legis,NA,NA,State House District 103,0.225,0.094,0.056,0.103,0.084,0.308,0.81,0.764,0.059
lower_legis,NA,NA,State House District 104,0.274,0.123,0.06,0.112,0.105,0.329,0.792,0.643,0.115
lower_legis,NA,NA,State House District 105,0.252,0.112,0.06,0.109,0.097,0.325,0.799,0.697,0.085
lower_legis,NA,NA,State House District 106,0.201,0.087,0.053,0.098,0.079,0.29,0.792,0.776,0.064
lower_legis,NA,NA,State House District 107,0.205,0.09,0.054,0.098,0.081,0.293,0.795,0.786,0.066
lower_legis,NA,NA,State House District 108,0.222,0.098,0.056,0.102,0.088,0.299,0.791,0.743,0.083
lower_legis,NA,NA,State House District 109,0.262,0.113,0.053,0.104,0.098,0.286,0.754,0.669,0.164
lower_legis,NA,NA,State House District 11,0.288,0.132,0.056,0.124,0.13,0.337,0.813,0.63,0.13
lower_legis,NA,NA,State House District 110,0.274,0.121,0.054,0.103,0.104,0.287,0.748,0.637,0.195
lower_legis,NA,NA,State House District 111,0.177,0.075,0.049,0.095,0.073,0.279,0.804,0.811,0.048
lower_legis,NA,NA,State House District 112,0.191,0.082,0.051,0.096,0.076,0.284,0.797,0.796,0.059
lower_legis,NA,NA,State House District 113,0.228,0.103,0.06,0.1,0.09,0.31,0.794,0.754,0.08
lower_legis,NA,NA,State House District 114,0.233,0.105,0.059,0.104,0.097,0.331,0.818,0.735,0.071
lower_legis,NA,NA,State House District 115,0.283,0.132,0.064,0.112,0.115,0.347,0.8,0.659,0.116
lower_legis,NA,NA,State House District 116,0.293,0.128,0.056,0.116,0.115,0.329,0.788,0.617,0.13
lower_legis,NA,NA,State House District 117,0.243,0.111,0.061,0.106,0.1,0.337,0.815,0.731,0.074
lower_legis,NA,NA,State House District 118,0.225,0.098,0.057,0.104,0.089,0.317,0.809,0.744,0.062
lower_legis,NA,NA,State House District 119,0.22,0.097,0.058,0.102,0.089,0.321,0.816,0.762,0.056
lower_legis,NA,NA,State House District 12,0.272,0.119,0.056,0.124,0.112,0.324,0.814,0.675,0.102
lower_legis,NA,NA,State House District 120,0.22,0.097,0.053,0.101,0.087,0.299,0.79,0.759,0.093
lower_legis,NA,NA,State House District 121,0.251,0.115,0.055,0.106,0.102,0.316,0.783,0.695,0.13
lower_legis,NA,NA,State House District 122,0.23,0.107,0.064,0.098,0.092,0.322,0.805,0.764,0.076
lower_legis,NA,NA,State House District 123,0.201,0.088,0.053,0.096,0.08,0.292,0.799,0.797,0.066
lower_legis,NA,NA,State House District 124,0.336,0.175,0.067,0.117,0.151,0.365,0.776,0.557,0.229
lower_legis,NA,NA,State House District 125,0.176,0.075,0.049,0.094,0.074,0.279,0.804,0.823,0.05
lower_legis,NA,NA,State House District 126,0.294,0.143,0.056,0.113,0.129,0.337,0.776,0.596,0.196
lower_legis,NA,NA,State House District 127,0.286,0.131,0.056,0.111,0.113,0.315,0.767,0.631,0.174
lower_legis,NA,NA,State House District 128,0.354,0.171,0.061,0.116,0.145,0.337,0.747,0.493,0.285
lower_legis,NA,NA,State House District 129,0.272,0.123,0.051,0.109,0.111,0.305,0.763,0.611,0.183
lower_legis,NA,NA,State House District 13,0.251,0.11,0.055,0.119,0.107,0.322,0.824,0.702,0.084
lower_legis,NA,NA,State House District 130,0.345,0.17,0.063,0.115,0.146,0.342,0.755,0.518,0.26
lower_legis,NA,NA,State House District 131,0.23,0.1,0.056,0.107,0.089,0.316,0.805,0.737,0.068
lower_legis,NA,NA,State House District 132,0.186,0.072,0.044,0.099,0.066,0.252,0.783,0.794,0.059
lower_legis,NA,NA,State House District 133,0.227,0.1,0.051,0.103,0.089,0.285,0.779,0.735,0.107
lower_legis,NA,NA,State House District 134,0.187,0.074,0.046,0.097,0.069,0.26,0.788,0.798,0.059
lower_legis,NA,NA,State House District 135,0.174,0.074,0.05,0.094,0.074,0.284,0.807,0.82,0.046
lower_legis,NA,NA,State House District 136,0.17,0.073,0.048,0.094,0.073,0.279,0.809,0.823,0.045
lower_legis,NA,NA,State House District 137,0.227,0.098,0.048,0.099,0.091,0.279,0.767,0.703,0.133
lower_legis,NA,NA,State House District 138,0.248,0.107,0.052,0.102,0.094,0.281,0.76,0.69,0.151
lower_legis,NA,NA,State House District 139,0.295,0.126,0.063,0.118,0.102,0.352,0.807,0.697,0.093
lower_legis,NA,NA,State House District 14,0.21,0.089,0.051,0.11,0.094,0.306,0.834,0.768,0.052
lower_legis,NA,NA,State House District 140,0.252,0.113,0.051,0.101,0.104,0.294,0.763,0.667,0.166
lower_legis,NA,NA,State House District 141,0.156,0.063,0.041,0.094,0.065,0.256,0.797,0.831,0.042
lower_legis,NA,NA,State House District 142,0.213,0.093,0.049,0.098,0.087,0.284,0.783,0.745,0.108
lower_legis,NA,NA,State House District 143,0.208,0.091,0.051,0.097,0.085,0.287,0.787,0.762,0.091
lower_legis,NA,NA,State House District 144,0.195,0.078,0.044,0.094,0.075,0.259,0.774,0.756,0.085
lower_legis,NA,NA,State House District 145,0.24,0.102,0.045,0.099,0.093,0.271,0.753,0.653,0.163
lower_legis,NA,NA,State House District 146,0.214,0.082,0.039,0.096,0.077,0.241,0.745,0.693,0.133
lower_legis,NA,NA,State House District 147,0.209,0.092,0.052,0.096,0.087,0.289,0.789,0.76,0.091
lower_legis,NA,NA,State House District 148,0.237,0.103,0.049,0.098,0.095,0.277,0.761,0.684,0.151
lower_legis,NA,NA,State House District 149,0.185,0.08,0.052,0.094,0.078,0.289,0.807,0.815,0.054
